s (1,1) 392
(106,9) (105,9) 365
(106,9) (107,9) 222
(107,9) (106,9) 83
(107,9) (108,9) 213
(108,9) (107,9) 362
(108,9) (109,9) 43
(109,9) (108,9) 365
(109,9) (110,9) 70
(110,9) (109,9) 196
(110,9) (111,9) 16
(111,9) (110,9) 199
(111,9) (112,9) 238
(112,9) (111,9) 107
(112,9) (113,9) 372
(113,9) (112,9) 152
(113,9) (114,9) 11
(114,9) (113,9) 212
(114,9) (115,9) 80
(115,9) (114,9) 211
(115,9) (116,9) 30
(116,9) (115,9) 205
(116,9) (117,9) 247
(117,9) (116,9) 1
(117,9) (118,9) 43
(118,9) (117,9) 337
(118,9) (119,9) 198
(119,9) (118,9) 58
(119,9) (120,9) 32
(120,9) (119,9) 212
(120,9) (121,9) 37
(121,9) (120,9) 399
(121,9) (122,9) 211
(122,9) (121,9) 396
(122,9) (123,9) 141
(123,9) (122,9) 183
(123,9) (124,9) 35
(124,9) (123,9) 236
(124,9) (125,9) 148
(125,9) (124,9) 307
(125,9) (126,9) 48
(126,9) (125,9) 206
(126,9) (127,9) 356
(127,9) (126,9) 16
(127,9) (128,9) 55
(128,9) (127,9) 363
(128,9) (129,9) 379
(129,9) (128,9) 153
(129,9) (130,9) 326
(130,9) (129,9) 186
(130,9) (131,9) 251
(131,9) (130,9) 167
(131,9) (132,9) 46
(132,9) (131,9) 228
(132,9) (133,9) 320
(133,9) (132,9) 22
(133,9) (134,9) 310
(134,9) (133,9) 272
(134,9) (135,9) 194
(135,9) (134,9) 148
(135,9) (136,9) 59
(136,9) (135,9) 112
(136,9) (137,9) 176
(137,9) (136,9) 185
(137,9) (138,9) 149
(138,9) (137,9) 38
(138,9) (139,9) 317
(139,9) (138,9) 94
(139,9) (140,9) 341
(140,9) (139,9) 52
(140,9) (141,9) 39
(141,9) (140,9) 172
(141,9) (142,9) 235
(142,9) (141,9) 31
(142,9) (143,9) 145
(143,9) (142,9) 97
(143,9) (144,9) 277
(144,9) (143,9) 175
(144,9) (145,9) 195
(145,9) (144,9) 337
(145,9) (146,9) 1
(146,9) (145,9) 22
(146,9) (147,9) 376
(147,9) (146,9) 151
(147,9) (148,9) 307
(148,9) (147,9) 186
(148,9) (149,9) 229
(149,9) (148,9) 391
(149,9) (150,9) 290
(150,9) (149,9) 161
(150,9) (151,9) 73
(151,9) (150,9) 49
(151,9) (152,9) 268
(152,9) (151,9) 328
(152,9) (153,9) 63
(153,9) (152,9) 100
(153,9) (154,9) 346
(154,9) (153,9) 32
(154,9) (155,9) 64
(155,9) (154,9) 77
(155,9) (156,9) 335
(156,9) (155,9) 245
(156,9) (157,9) 214
(157,9) (156,9) 154
(157,9) (158,9) 393
(158,9) (157,9) 60
(158,9) (159,9) 316
(159,9) (158,9) 367
(159,9) (160,9) 138
(160,9) (159,9) 169
(1,10) (2,10) 337
(2,10) (1,10) 388
(2,10) (3,10) 145
(3,10) (2,10) 42
(3,10) (4,10) 251
(4,10) (3,10) 233
(4,10) (5,10) 321
(5,10) (4,10) 52
(5,10) (6,10) 375
(6,10) (5,10) 359
(6,10) (7,10) 275
(7,10) (6,10) 392
(7,10) (8,10) 223
(8,10) (7,10) 117
(8,10) (9,10) 391
(9,10) (8,10) 33
(9,10) (10,10) 341
(10,10) (9,10) 179
(10,10) (11,10) 118
(11,10) (10,10) 284
(11,10) (12,10) 172
(12,10) (11,10) 375
(12,10) (13,10) 227
(13,10) (12,10) 164
(13,10) (14,10) 325
(14,10) (13,10) 162
(14,10) (15,10) 288
(15,10) (14,10) 362
(15,10) (16,10) 359
(16,10) (15,10) 237
(16,10) (17,10) 188
(17,10) (16,10) 174
(17,10) (18,10) 328
(18,10) (17,10) 5
(18,10) (19,10) 346
(19,10) (18,10) 364
(19,10) (20,10) 248
(20,10) (19,10) 48
(20,10) (21,10) 333
(21,10) (20,10) 229
(21,10) (22,10) 221
(22,10) (21,10) 363
(22,10) (23,10) 383
(23,10) (22,10) 313
(23,10) (24,10) 152
(24,10) (23,10) 243
(24,10) (25,10) 193
(25,10) (24,10) 318
(25,10) (26,10) 262
(26,10) (25,10) 332
(26,10) (27,10) 141
(27,10) (26,10) 144
(27,10) (28,10) 195
(28,10) (27,10) 400
(28,10) (29,10) 199
(29,10) (28,10) 37
(29,10) (30,10) 121
(30,10) (29,10) 167
(30,10) (31,10) 306
(31,10) (30,10) 315
(31,10) (32,10) 135
(32,10) (31,10) 240
(32,10) (33,10) 398
(33,10) (32,10) 353
(33,10) (34,10) 301
(34,10) (33,10) 170
(34,10) (35,10) 191
(35,10) (34,10) 15
(35,10) (36,10) 387
(36,10) (35,10) 81
(36,10) (37,10) 26
(37,10) (36,10) 83
(37,10) (38,10) 392
(38,10) (37,10) 40
(38,10) (39,10) 360
(39,10) (38,10) 72
(39,10) (40,10) 360
(40,10) (39,10) 335
(40,10) (41,10) 109
(41,10) (40,10) 148
(41,10) (42,10) 7
(42,10) (41,10) 369
(42,10) (43,10) 82
(43,10) (42,10) 191
(43,10) (44,10) 11
(44,10) (43,10) 141
(44,10) (45,10) 158
(45,10) (44,10) 332
(45,10) (46,10) 326
(46,10) (45,10) 79
(46,10) (47,10) 275
(47,10) (46,10) 245
(47,10) (48,10) 368
(48,10) (47,10) 331
(48,10) (49,10) 181
(49,10) (48,10) 167
(49,10) (50,10) 51
(50,10) (49,10) 325
(50,10) (51,10) 389
(51,10) (50,10) 103
(51,10) (52,10) 80
(52,10) (51,10) 15
(52,10) (53,10) 396
(53,10) (52,10) 399
(53,10) (54,10) 399
(54,10) (53,10) 128
(54,10) (55,10) 371
(55,10) (54,10) 138
(55,10) (56,10) 147
(56,10) (55,10) 94
(56,10) (57,10) 303
(57,10) (56,10) 295
(57,10) (58,10) 316
(58,10) (57,10) 248
(58,10) (59,10) 106
(59,10) (58,10) 157
(59,10) (60,10) 358
(60,10) (59,10) 322
(60,10) (61,10) 28
(61,10) (60,10) 252
(61,10) (62,10) 143
(62,10) (61,10) 109
(62,10) (63,10) 313
(63,10) (62,10) 315
(63,10) (64,10) 118
(64,10) (63,10) 114
(64,10) (65,10) 148
(65,10) (64,10) 308
(65,10) (66,10) 207
(66,10) (65,10) 379
(66,10) (67,10) 65
(67,10) (66,10) 104
(67,10) (68,10) 35
(68,10) (67,10) 367
(68,10) (69,10) 199
(69,10) (68,10) 176
(69,10) (70,10) 276
(70,10) (69,10) 88
(70,10) (71,10) 68
(71,10) (70,10) 337
(71,10) (72,10) 381
(72,10) (71,10) 211
(72,10) (73,10) 107
(73,10) (72,10) 123
(73,10) (74,10) 8
(74,10) (73,10) 371
(74,10) (75,10) 329
(75,10) (74,10) 382
(75,10) (76,10) 362
(76,10) (75,10) 1
(76,10) (77,10) 70
(77,10) (76,10) 186
(77,10) (78,10) 153
(78,10) (77,10) 52
(78,10) (79,10) 166
(79,10) (78,10) 290
(79,10) (80,10) 253
(80,10) (79,10) 106
(80,10) (81,10) 207
(81,10) (80,10) 59
(81,10) (82,10) 52
(82,10) (81,10) 160
(82,10) (83,10) 356
(83,10) (82,10) 118
(83,10) (84,10) 176
(84,10) (83,10) 292
(84,10) (85,10) 272
(85,10) (84,10) 88
(85,10) (86,10) 187
(86,10) (85,10) 132
(86,10) (87,10) 111
(87,10) (86,10) 275
(87,10) (88,10) 347
(88,10) (87,10) 66
(88,10) (89,10) 198
(89,10) (88,10) 291
(89,10) (90,10) 320
(90,10) (89,10) 183
(90,10) (91,10) 131
(91,10) (90,10) 391
(91,10) (92,10) 265
(92,10) (91,10) 369
(92,10) (93,10) 143
(93,10) (92,10) 393
(93,10) (94,10) 119
(94,10) (93,10) 26
(94,10) (95,10) 287
(95,10) (94,10) 236
(95,10) (96,10) 234
(96,10) (95,10) 150
(96,10) (97,10) 138
(97,10) (96,10) 177
(97,10) (98,10) 23
(98,10) (97,10) 393
(98,10) (99,10) 373
(99,10) (98,10) 246
(99,10) (100,10) 331
(100,10) (99,10) 82
(100,10) (101,10) 170
(101,10) (100,10) 140
(101,10) (102,10) 105
(102,10) (101,10) 184
(102,10) (103,10) 343
(103,10) (102,10) 163
(103,10) (104,10) 303
(104,10) (103,10) 352
(104,10) (105,10) 291
(105,10) (104,10) 308
(105,10) (106,10) 359
(106,10) (105,10) 104
(106,10) (107,10) 219
(107,10) (106,10) 90
(107,10) (108,10) 57
(108,10) (107,10) 227
(108,10) (109,10) 347
(109,10) (108,10) 190
(109,10) (110,10) 254
(110,10) (109,10) 209
(110,10) (111,10) 152
(111,10) (110,10) 62
(111,10) (112,10) 47
(112,10) (111,10) 314
(112,10) (113,10) 234
(113,10) (112,10) 58
(113,10) (114,10) 348
(114,10) (113,10) 184
(114,10) (115,10) 167
(115,10) (114,10) 107
(115,10) (116,10) 280
(116,10) (115,10) 30
(116,10) (117,10) 185
(117,10) (116,10) 143
(117,10) (118,10) 241
(118,10) (117,10) 56
(118,10) (119,10) 18
(119,10) (118,10) 69
(119,10) (120,10) 174
(120,10) (119,10) 384
(120,10) (121,10) 358
(121,10) (120,10) 65
(121,10) (122,10) 290
(122,10) (121,10) 346
(122,10) (123,10) 215
(123,10) (122,10) 109
(123,10) (124,10) 317
(124,10) (123,10) 109
(124,10) (125,10) 46
(125,10) (124,10) 269
(125,10) (126,10) 81
(126,10) (125,10) 351
(126,10) (127,10) 357
(127,10) (126,10) 77
(127,10) (128,10) 257
(128,10) (127,10) 315
(128,10) (129,10) 257
(129,10) (128,10) 9
(129,10) (130,10) 118
(130,10) (129,10) 370
(130,10) (131,10) 77
(131,10) (130,10) 104
(131,10) (132,10) 11
(132,10) (131,10) 331
(132,10) (133,10) 178
(133,10) (132,10) 38
(133,10) (134,10) 168
(134,10) (133,10) 88
(134,10) (135,10) 322
(135,10) (134,10) 253
(135,10) (136,10) 349
(136,10) (135,10) 103
(136,10) (137,10) 148
(137,10) (136,10) 368
(137,10) (138,10) 148
(138,10) (137,10) 289
(138,10) (139,10) 121
(139,10) (138,10) 3
(139,10) (140,10) 232
(140,10) (139,10) 354
(140,10) (141,10) 93
(141,10) (140,10) 266
(141,10) (142,10) 149
(142,10) (141,10) 22
(142,10) (143,10) 313
(143,10) (142,10) 300
(143,10) (144,10) 69
(144,10) (143,10) 61
(144,10) (145,10) 262
(145,10) (144,10) 259
(145,10) (146,10) 105
(146,10) (145,10) 90
(146,10) (147,10) 92
(147,10) (146,10) 227
(147,10) (148,10) 361
(148,10) (147,10) 158
(148,10) (149,10) 136
(149,10) (148,10) 21
(149,10) (150,10) 290
(150,10) (149,10) 267
(150,10) (151,10) 396
(151,10) (150,10) 304
(151,10) (152,10) 110
(152,10) (151,10) 152
(152,10) (153,10) 256
(153,10) (152,10) 178
(153,10) (154,10) 66
(154,10) (153,10) 49
(154,10) (155,10) 70
(155,10) (154,10) 400
(155,10) (156,10) 64
(156,10) (155,10) 7
(156,10) (157,10) 59
(157,10) (156,10) 24
(157,10) (158,10) 269
(158,10) (157,10) 331
(158,10) (159,10) 25
(159,10) (158,10) 191
(159,10) (160,10) 173
(160,10) (159,10) 258
(1,10) t 378
(2,10) t 252
(3,10) t 250
(4,10) t 6
(5,10) t 280
(6,10) t 192
(7,10) t 292
(8,10) t 266
(9,10) t 255
(10,10) t 128
(11,10) t 130
(12,10) t 167
(13,10) t 67
(14,10) t 64
(15,10) t 230
(16,10) t 343
(17,10) t 238
(18,10) t 286
(19,10) t 223
(20,10) t 365
(21,10) t 65
(22,10) t 104
(23,10) t 200
(24,10) t 127
(25,10) t 28
(26,10) t 43
(27,10) t 238
(28,10) t 306
(29,10) t 153
(30,10) t 378
(31,10) t 190
(32,10) t 321
(33,10) t 67
(34,10) t 231
(35,10) t 397
(36,10) t 393
(37,10) t 100
(38,10) t 177
(39,10) t 209
(40,10) t 339
(41,10) t 235
(42,10) t 90
(43,10) t 301
(44,10) t 191
(45,10) t 365
(46,10) t 323
(47,10) t 282
(48,10) t 73
(49,10) t 354
(50,10) t 166
(51,10) t 336
(52,10) t 59
(53,10) t 128
(54,10) t 48
(55,10) t 132
(56,10) t 319
(57,10) t 5
(58,10) t 137
(59,10) t 27
(60,10) t 159
(61,10) t 317
(62,10) t 49
(63,10) t 381
(64,10) t 155
(65,10) t 340
(66,10) t 41
(67,10) t 117
(68,10) t 198
(69,10) t 53
(70,10) t 235
(71,10) t 373
(72,10) t 190
(73,10) t 369
(74,10) t 103
(75,10) t 230
(76,10) t 54
(77,10) t 252
(78,10) t 364
(79,10) t 284
(80,10) t 241
(81,10) t 81
(82,10) t 175
(83,10) t 152
(84,10) t 29
(85,10) t 309
(86,10) t 58
(87,10) t 72
(88,10) t 122
(89,10) t 73
(90,10) t 308
(91,10) t 265
(92,10) t 86
(93,10) t 137
(94,10) t 249
(95,10) t 348
(96,10) t 70
(97,10) t 289
(98,10) t 166
(99,10) t 6
(100,10) t 307
(101,10) t 288
(102,10) t 371
(103,10) t 290
(104,10) t 366
(105,10) t 212
(106,10) t 61
(107,10) t 97
(108,10) t 129
(109,10) t 53
(110,10) t 111
(111,10) t 354
(112,10) t 196
(113,10) t 110
(114,10) t 284
(115,10) t 76
(116,10) t 361
(117,10) t 53
(118,10) t 252
(119,10) t 360
(120,10) t 181
(121,10) t 220
(122,10) t 145
(123,10) t 43
(124,10) t 59
(125,10) t 112
(126,10) t 148
(127,10) t 225
(128,10) t 214
(129,10) t 303
(130,10) t 321
(131,10) t 326
(132,10) t 274
(133,10) t 342
(134,10) t 28
(135,10) t 205
(136,10) t 120
(137,10) t 280
(138,10) t 238
(139,10) t 116
(140,10) t 52
(141,10) t 267
(142,10) t 272
(143,10) t 30
(144,10) t 325
(145,10) t 269
(146,10) t 98
(147,10) t 224
(148,10) t 273
(149,10) t 116
(150,10) t 169
(151,10) t 104
(152,10) t 18
(153,10) t 114
(154,10) t 387
(155,10) t 358
(156,10) t 273
(157,10) t 39
(158,10) t 344
(159,10) t 382
(160,10) t 365
